NomEtablissement;VilleEtablissement;RacineAnalytiqueEtablissement;CodeEtablissement;NomSalle;TailleSalle;CodeSalle
Etablissement d'Angoulême;La Couronne;AM;3;Fac de Droit 4;;238
Etablissement d'Angoulême;La Couronne;AM;3;Amphi Jean Monnet;300;444
Etablissement d'Angoulême;La Couronne;AM;3;Amphi IFSI 1;120;445
Etablissement d'Angoulême;La Couronne;AM;3;Amphi 300;;424
Etablissement d'Angoulême;La Couronne;AM;3;Pépinière d'Entreprise;80;583
Etablissement d'Angoulême;La Couronne;AM;3;Amphi IFSI 2;;701
Etablissement d'Angoulême;La Couronne;AM;3;IFSI 1;;702
Etablissement d'Angoulême;La Couronne;AM;3;IFSI 2;;703
Etablissement d'Angoulême;La Couronne;AM;3;IFSI 3;;704
Etablissement d'Angoulême;La Couronne;AM;3;Fac de Droit 1;;705
Etablissement d'Angoulême;La Couronne;AM;3;Fac de Droit 2;;706
Etablissement d'Angoulême;La Couronne;AM;3;Fac de Droit 3;;707
Etablissement d'Angoulême;La Couronne;AM;3;Amphi ESMEIN;;708
Etablissement d'Angoulême;La Couronne;AM;3;A 101;34;831
Etablissement d'Angoulême;La Couronne;AM;3;A 102;34;832
Etablissement d'Angoulême;La Couronne;AM;3;A 103;34;833
Etablissement d'Angoulême;La Couronne;AM;3;A 104;34;834
Etablissement d'Angoulême;La Couronne;AM;3;A 105;34;835
Etablissement d'Angoulême;La Couronne;AM;3;A 106;34;836
Etablissement d'Angoulême;La Couronne;AM;3;A 107;34;837
Etablissement d'Angoulême;La Couronne;AM;3;A 108;34;838
Etablissement d'Angoulême;La Couronne;AM;3;A 109;34;839
Etablissement d'Angoulême;La Couronne;AM;3;A 110;34;840
Etablissement d'Angoulême;La Couronne;AM;3;A 111;34;841
Etablissement d'Angoulême;La Couronne;AM;3;Laboratoire Informatique;24;842
Etablissement d'Angoulême;La Couronne;AM;3;A 113;34;843
Etablissement d'Angoulême;La Couronne;AM;3;A Salle de conférence;100;844
Etablissement d'Angoulême;La Couronne;AM;3;A Salle de Réunion;25;845
Etablissement d'Angoulême;La Couronne;AM;3;A 201;20;846
Etablissement d'Angoulême;La Couronne;AM;3;A 202;20;847
Etablissement d'Angoulême;La Couronne;AM;3;A 203;20;848
Etablissement d'Angoulême;La Couronne;AM;3;Bureau CPTEI/International;20;849
Etablissement d'Angoulême;La Couronne;AM;3;A 205;20;850
Etablissement d'Angoulême;La Couronne;AM;3;A 206;20;851
Etablissement d'Angoulême;La Couronne;AM;3;A 207;20;852
Etablissement d'Angoulême;La Couronne;AM;3;A 208;20;853
Etablissement d'Angoulême;La Couronne;AM;3;FAB'LAB 1;20;854
Etablissement d'Angoulême;La Couronne;AM;3;Salle projets;20;855
Etablissement d'Angoulême;La Couronne;AM;3;A 211;20;856
Etablissement d'Angoulême;La Couronne;AM;3;A 212;50;857
Etablissement d'Angoulême;La Couronne;AM;3;A 213;50;858
Etablissement d'Angoulême;La Couronne;AM;3;Salle informatique;32;859
Etablissement d'Angoulême;La Couronne;AM;3;A 215;50;860
Etablissement d'Angoulême;La Couronne;AM;3;CIFOP;30;787
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 4B;11;995
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 15;50;667
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 14;30;668
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 13;24;669
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 12;30;670
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 11;20;671
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 10;25;672
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 23;30;675
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 22;25;676
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 21;40;677
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 20;40;678
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 24;35;680
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 25 ;16;681
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 26;20;69
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 27;20;70
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 34;12;71
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 2;12;72
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 5;15;73
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 3  CISCO ;10;74
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 4;12;76
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 7;50;77
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 8;45;78
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 9;30;79
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 6;40;80
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 30;24;81
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 31;25;82
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 32;28;83
Etablissement d'Arras;ARRAS Cedex;AR;4;ARRAS 33;30;84
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;ALIZE;14;85
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;MEDITERRANEE;8;86
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;PEN DUICK;12;87
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;INTREPIDE;18;89
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;CALYPSO;12;91
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;MISTRAL;20;93
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;SIROCCO;24;94
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;SMA 1;15;95
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;TRAMONTANE;18;97
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;ZEPHIR;16;98
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;RAFALE;22;99
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;MOUSSON;16;100
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;LA BAUME;15;595
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;LA FERME;15;596
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;NAUTILUS;15;597
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;EXT 2;15;598
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;Bureau MS ;3;811
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;SMA 2;20;436
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;AURA;30;740
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;TELEMAQUE;15;741
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;ASTROLABE;8;742
Etablissement d'Aix;Aix-en-Provence cedex 04;AX;1;AUTAN;15;743
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 001;30;1046
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 002;20;1047
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 003;30;1048
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 004;45;1049
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 005;25;1050
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 101;14;1051
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 102;20;1052
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 103;22;1053
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 104;25;1054
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 105;19;1055
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 106;20;1056
Etablissement de Bordeaux;Bordeaux;BO;6;Ravezies 107;30;1057
